,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,-0.02711835808540415,-0.3851077688438072,-0.4600501760173302,0.6654500447159732,1.067832857600565,1.001274558248722,-0.6177206241621093,-0.7518755744647908,-0.7400735725126385,-0.3820736139642134,-0.47764820764569,-0.3877438940604893,-0.869117863652238,-0.7335808144718113,-0.6918587534177979,0.31597902238579056,0.238910968145354,0.238910968145354,-0.4076379014659052,-0.3869236204231091,-0.9302945472680868,-0.9307731994874404,-0.08495084363954257,0.029031462828996674,-1.1124934249170588,-0.3469164773411035,0.8778524620108142,-0.6574506095909486,-0.5938834893293731,-0.016955994687730222,-0.6629762876848645,-0.9863475561361212,0.0,0.0
1,0.12163896559501912,-0.0985218267902368,-0.1341748403317023,-0.21102580250642414,0.2363320930682992,0.2595949775008829,-0.1322899150117584,-0.3886208807965733,-0.4219795680916437,1.0694409338120388,1.5379326359432552,1.7607934542326993,-0.14807812388013988,0.04836844088744768,0.07180634576219949,0.31597902238579056,0.238910968145354,0.238910968145354,-0.5002296210871191,-0.533372794047251,-0.6378788207954829,-0.6457058854168127,0.05586775428422325,0.2805179206830902,-0.12458424997029514,-0.1359493871773752,0.9912112412356504,-0.4901220365817649,-0.6092950012358992,0.39569794635500216,-0.7987502174018164,-0.448412329121892,0.0,0.0
2,0.18314207185667292,0.04914770033778618,0.039643432323594484,-0.7560519597538906,-0.30774138497005393,-0.19545793300854256,0.14486100421536754,-0.07944079376660156,-0.14177560611014225,-0.027993279042765586,0.5066868660640871,0.584771080143453,-0.512377843599558,-0.35287364745573097,-0.3441018169394263,0.31597902238579056,0.238910968145354,0.238910968145354,-0.5121873750694179,-0.5457611173694914,-0.3218825361923313,-0.3290247191190988,-0.14614012921717556,0.5894115913346752,0.4278334480761637,-0.4326218577201143,0.8394193451982213,-0.29983616050227313,-0.5023182746331302,1.0204622654261395,-1.1138538648735368,0.11135377653624527,0.0,0.0
3,0.21475749075449374,0.1278826245038743,0.12829533058608766,-1.2823319699179447,-0.8163273759014809,-0.535402734038712,0.3249286361487325,0.18096739937752698,0.09352714783057564,0.195196234809989,0.4870792944876446,0.5847851905421443,-0.6928085151799238,-0.6100565395224489,-0.5990394881896781,0.31597902238579056,0.238910968145354,0.238910968145354,-0.5121873750694179,-0.5408425108147588,-0.040760822560611865,-0.047293709982993135,-0.3195928471406221,0.8285913676127479,-0.919947745825484,-0.5249199596667375,0.4744283241334734,-0.07947602029930176,-0.4016141933655094,1.495639530869285,-1.371152266868577,0.6149951976785436,0.0,0.0
4,0.216125046897905,0.16760165653129844,0.16954490269565484,-1.529055691176636,-1.248678179121731,-0.7351015506663837,0.3888765477212042,0.3352181537000457,0.2365213119396524,0.1601084236961912,0.32486087670102265,0.41302448018678506,-0.8533858296929658,-0.8061692759046674,-0.7945669803533403,0.31597902238579056,0.238910968145354,0.238910968145354,-0.5002699317332814,-0.5301532154504032,0.13168322906051286,0.12552409215371155,-0.32021402609228145,0.8983913759923547,-1.1124934249170588,-0.5249199596667375,0.2330218119223729,0.05343497830956166,-0.32579493137937315,1.598646707818968,-1.4227022088839392,0.8495188266705761,0.0,0.0
5,0.1970016832206751,0.17982871046532015,0.18605659886472525,-1.4630086110046931,-1.5340365625930523,-0.8265595429336295,0.4736763427286582,0.47814709819986895,0.3695891839728312,0.0576161961913871,0.12221475143766858,0.205237853776032,-0.8721848217570907,-0.8504794128703983,-0.8388909252219119,0.31597902238579056,0.238910968145354,0.238910968145354,-0.4569295634760674,-0.4828947578977647,0.34309629399840524,0.33739536797958664,-0.3202791844868251,0.9774012958209832,-1.1124934249170588,-0.5249199596667375,-0.052697850506702636,0.22442912504472992,-0.21722928268517536,1.7572996434850197,-1.442575639859904,1.1002100263735717,0.0,0.0
6,0.16610266499875875,0.15744169837696875,0.1882851753654617,-1.1116571912495803,-1.4064859873506927,-0.8188479946686035,0.5198163547976452,0.5819780109144781,0.4866684755456266,0.019847435707579318,0.02638571191287339,0.08878769326675605,-0.9362797217114688,-0.9222667559502818,-0.9235175391924396,0.31597902238579056,0.238910968145354,0.238910968145354,-0.3865106199020453,-0.4008901720652111,0.5751205071341233,0.569922464041512,-0.43239686996597293,0.9171833641991872,-1.1124934249170588,-0.5249199596667375,-0.3553676192115076,0.3860966245204127,-0.09988714259931013,1.6592943324873692,-1.4668855202965203,1.2433747931519417,0.0,0.0
7,0.15841266566844955,0.14318845317525894,0.19576185688394496,-0.8328874338843529,-1.1518375938020906,-0.895899086967019,0.4418363924190013,0.5423434340814512,0.5447169569854661,0.07189384129159848,0.04156020403027104,0.04012782604444665,-1.0961861694187571,-1.0810165175382316,-1.0994326826422869,0.31597902238579056,0.238910968145354,0.238910968145354,-0.37732196419519815,-0.39051812030604505,0.5302049727082907,0.5249095809162533,-0.5186280981821926,0.8674118514337239,-1.1124934249170588,-0.5249199596667375,-0.3652694166683508,0.3712225484466317,-0.10677327117749233,1.5509726729636517,-1.4916240794248592,1.2034325211319232,0.0,0.0
8,0.1517133502172906,0.1267641904306727,0.1897908857532233,-0.5378597965161593,-0.7822317530177294,-0.8045798578846843,0.2861933367218358,0.3990986927187126,0.4824718188903241,0.18409496472683384,0.13594819861193386,0.06690894067454976,-1.0411761026799229,-1.0252152391882434,-1.055578004364368,0.31597902238579056,0.238910968145354,0.238910968145354,-0.37732196419519815,-0.3867132645261631,0.2862458206629453,0.28042167848491284,-0.6862766525855986,0.9299519133648868,-1.1124934249170588,-0.5249199596667375,-0.2142277365433132,0.2726117059472929,-0.1825375844977928,1.7111886917397137,-1.5088700691279044,1.0947167706233794,0.0,0.0
9,0.15046191443571832,0.12152616210884774,0.1816688455334572,-0.2881852104212855,-0.4801159959174205,-0.6388457131931984,0.11550691982691474,0.2283285161324213,0.3619376339907937,0.39178383937695205,0.3369224982660069,0.19269737934588788,-0.90915278303087,-0.8922816446761072,-0.93164980033344,0.31597902238579056,0.238910968145354,0.238910968145354,-0.37732196419519815,-0.3851321087365964,0.04976254733352435,0.04342585778431757,-0.7424224806540616,0.9733174863765328,-1.1124934249170588,-0.5249199596667375,0.1334606940556453,0.08513500210009756,-0.2727699743198543,1.8698416274057632,-1.5335514659535767,0.8678070952316203,0.0,0.0
