time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,f,r
2001-09-08 13:00:00,26.085266228052955,26.097903497921934,26.04235279236297,22.378417334247267,20.577749982349495,32.13916492294835,1238.5820168375014,1030.777056484337,1141.7609525951177,783.8988223727699,871.8790189570266,827.6379326976145,29.014277608567816,29.410840137541186,29.273344218190694,26.0,26.0,26.0,12.939803668979986,12.593456201528657,29.27072100709584,21.953040755321883,15.716330071134378,26.952182415863994,0.0,15.0,15.123320927696897,1.3735213344371338,23.034928212824322,29.430833333333336,16.55065536736235,2.600108671428819,9,0
2001-09-08 14:00:00,26.00123410508932,26.02453387509475,25.998482135137138,26.160271321072663,21.715735323009994,34.07607436599372,1250.3007240250586,1073.21754443682,1175.6850722387705,742.8492868176269,802.965021152451,765.1707686489567,27.590503904710953,27.867853105375204,27.708433472778495,26.0,26.0,26.0,14.5563302086668,15.154712997531101,30.360441065354145,22.770330799015596,15.28039940901746,27.042680108388492,0.0,15.0,13.393688349508759,1.8614831194277446,23.406146888816348,30.01,15.4339114023879,2.7713413398440006,9,0
2001-09-08 15:00:00,25.897158985107385,25.887498415851958,25.928679491262248,41.48373724639814,40.30474485400613,44.31063843535295,845.0098078591175,706.7445003334499,784.8146711125197,938.6564151482266,1018.1372453896835,970.2890230550473,30.42884754223268,30.800522440568557,30.519559365373638,26.0,26.0,26.0,13.231602588430404,13.480392293412734,22.399696935826583,16.799772701869948,13.404348886076713,26.45475201575476,2.7706842761539243,15.0,13.908050799243462,1.3251064943444384,22.168972063612678,28.613333333333333,16.93314431637761,2.069751428592739,9,0
2001-09-08 16:00:00,25.955969642550667,25.951050901817972,25.972692970359567,39.99681588744338,38.783823547437486,42.92676370497171,803.8329486988854,672.2466644989953,751.3255799650505,973.6831260681996,1082.6756608188855,1016.258250003455,32.43965552775869,32.93063948133987,32.593940863898766,26.0,26.0,26.0,11.082226869791464,11.014255363047896,21.596150429297417,16.19711282197307,14.71948624491309,26.438756437307013,31.310697347112004,15.0,17.89118737783349,0.6977776231210471,21.868625630344606,27.799999999999972,18.607401523411475,1.7707620410691463,9,0
2001-09-08 17:00:00,25.968167092184228,25.966269034289358,25.984260947702193,40.825439720840926,39.50886126362963,42.8464591922694,767.4901009356548,644.4809412164457,739.0699912244057,887.3912159986251,983.2244039811183,911.9244413816698,32.35424258208239,32.82677589351295,32.431999669527094,26.0,26.0,26.0,10.510365492932108,10.616941815044198,21.15018061532438,15.862635461493284,14.81742087127745,26.374540666340046,33.35027989974817,15.0,18.408357210622622,0.6333502135180439,21.776206037026682,27.505,20.012714440495508,1.6878196593832397,9,0
2001-09-08 18:00:00,25.974581420146404,25.97614672765112,25.984531644266664,41.91806125313091,40.265843366820704,43.748371896236804,655.919305884917,557.8059389189391,632.8201501093913,942.9582059760098,1039.361833176084,962.1281829309113,35.211161368335055,35.65652182397763,35.28346130550678,26.0,26.0,26.0,8.278975616526028,8.38291134491,19.43818354143793,14.578637656078456,14.768292206005146,26.16415324879164,39.3217912248692,15.0,19.386606461003055,0.4949725657622636,21.373396244924493,26.65916666666667,23.561597439307278,1.4307130072523457,9,0
2001-09-08 19:00:00,25.975959402644403,25.980524650314983,25.97962475331446,43.267821381978976,41.122759652606156,45.34348974669807,544.5956534188439,472.5013973310033,516.3575574002225,932.7287137206848,1019.89494099812,958.2001762092071,37.490344017011154,37.96176912522559,37.64457413619911,26.0,26.0,26.0,6.3135370351088635,6.39179378988227,17.896821369155745,13.42261602686681,14.965038316894585,25.39856392694516,47.81633083609391,15.189999999999998,20.24148687668063,0.3529813451502063,21.022272060406756,24.1825,28.424098393976177,1.0910873486475123,9,0
2001-09-08 20:00:00,25.985002563310953,25.991603035406207,25.985831941176084,43.55092092211165,40.86563879289727,45.78503333489467,468.47429500747717,414.72483237440224,440.5312333892122,941.7548218570826,1017.5371969587572,973.8178514685133,38.22117798306012,38.69892762329487,38.44681139779132,26.0,26.0,26.0,4.807910688614853,4.837896160671805,16.96801922447935,12.726014418359515,15.798069923794447,24.299871946051333,53.56030043650944,15.910000000000013,20.474462004853535,0.2433590652129574,20.77886451170625,21.11833333333333,33.87122194581572,0.767445706729245,9,0
2001-09-08 21:00:00,25.993255152374658,26.001911641233736,25.99243168546049,43.360873115364065,40.01192557227127,45.76488290584565,414.546037844284,375.3391812977716,387.5498523992411,950.8245758924593,1014.608720632088,987.2769422266224,38.86228546312648,39.291292890026945,39.13869602257217,26.0,26.0,26.0,3.7071726210180334,3.73204234103172,16.37898650483039,12.284239878622794,16.597329710819086,23.587490523322185,58.34639212524296,16.66666666666666,20.20543936854974,0.18146131103959187,20.614375371848283,19.459166666666665,37.50463426514226,0.5612531389318606,9,0
2001-09-08 22:00:00,25.990571336233575,26.001105319361212,25.989536994709535,44.06081742525769,39.94818188887571,46.546706874422824,366.398063356882,341.6708999303915,339.9731886517124,965.988881728218,1015.1307138463761,1007.0517942390313,39.85045320500767,40.175927016291055,40.16648006396979,26.0,26.0,26.0,3.0440927892231784,3.0767070653307758,15.913050632264724,11.934787974198542,17.341080233927663,22.946385841150096,62.38456782315553,17.413333333333323,19.751191509245345,0.13428778324820873,20.50458024440883,18.064166666666665,43.25533438631738,0.40176564749330995,9,0
2001-09-08 23:00:00,25.905241847731833,25.910823396978046,25.906278843553952,54.41486966069015,50.36831527491509,56.4959517034615,261.3929813410129,257.31880886535646,235.64549618170727,908.1337754143076,933.9937090670509,959.3812211415722,42.91947331422234,43.05723799295469,43.34910068239069,26.0,26.0,26.0,2.468917765362662,6.728752934210035,15.161546879963051,11.37116015997229,18.089700837696537,22.705042362621885,63.414382665164176,18.159999999999993,19.563991477335286,0.08057396852301432,20.77881901655043,16.659166666666668,47.27028952091406,0.2365703266604347,9,0
